model,target,fold_id,n_samples,mae,rmse,r2,directional_accuracy,hit_rate,pearson,spearman
knn,y_XLF,18,34,0.007505307341147934,0.010426060880495695,-0.22422763702405213,0.47058823529411764,0.47058823529411764,-0.23501071731315074,-0.1281894576012223
knn,y_XLF,19,35,0.007201758387885401,0.009629790893420804,-0.16041034996039572,0.5428571428571428,0.5428571428571428,-0.09402183198711646,-0.08431372549019608
knn,y_XLF,20,34,0.007206036905547769,0.009384055205255495,-0.016634392619759186,0.5882352941176471,0.5882352941176471,0.12572824000226,0.17249809014514894
knn,y_XLF,21,29,0.006193183696112516,0.007476471749791558,-0.02122235034661446,0.5517241379310345,0.5517241379310345,0.19211043956647186,0.22266009852216745
knn,y_XLF,22,27,0.006683286087920524,0.008411895605172793,-0.007200937211182756,0.4074074074074074,0.4074074074074074,0.11956096697437775,0.16910866910866912
knn,y_XLF,23,29,0.007907751610088895,0.00971745342626679,-0.17189021690962525,0.3793103448275862,0.3793103448275862,0.01527456543038627,-0.021674876847290636
knn,y_XLF,24,33,0.009433491301624424,0.011151962537619789,-0.16019501758117527,0.3939393939393939,0.3939393939393939,-0.2689077952176146,-0.3074866310160428
knn,y_XLE,0,35,0.01157134664888859,0.013480196957212242,-0.1776417966983912,0.42857142857142855,0.42857142857142855,0.19905090538021789,0.2165266106442577
knn,y_XLE,1,35,0.009915965924158967,0.01251639050670261,0.03460079654490633,0.5714285714285714,0.5714285714285714,0.21169033345318994,0.2439775910364146
knn,y_XLE,2,37,0.0105970858060279,0.01366990674588989,-0.09493690574073232,0.4594594594594595,0.4594594594594595,0.03196339457674079,-0.13252726410621146
knn,y_XLE,3,34,0.009080525453871379,0.012346476584592064,-0.04604519688254305,0.5,0.5,0.111743974442976,0.03162719633307868
knn,y_XLE,4,32,0.00888460097332329,0.011964561349909976,-0.060435977313480604,0.53125,0.53125,0.10455600609681574,0.14552785923753664
knn,y_XLE,5,28,0.010053428259166327,0.012562949757314767,-0.37365836836154176,0.42857142857142855,0.42857142857142855,-0.1780153278353472,-0.13081554460864805
knn,y_XLE,6,29,0.010170743646542732,0.01285828929541488,-0.1318398454878138,0.5517241379310345,0.5517241379310345,0.04550769597077055,0.051724137931034475
knn,y_XLE,7,30,0.01131231110976729,0.013427792618532835,-0.14269186624898733,0.5,0.5,0.05796866424547761,0.0424916573971079
knn,y_XLE,8,34,0.01056028193840215,0.01301991397687982,0.01689635674057466,0.5882352941176471,0.5882352941176471,0.18827315538235653,0.24980901451489684
knn,y_XLE,9,35,0.01818845866177739,0.02939113802866772,-0.02468060621622148,0.5714285714285714,0.5714285714285714,-0.018783532836342366,0.08795518207282914
knn,y_XLE,10,35,0.01863718310254093,0.029808930916944712,-0.01924987324850913,0.5428571428571428,0.5428571428571428,-0.04300437943603234,0.02212885154061625
knn,y_XLE,11,35,0.017274348260917283,0.02912326709886001,-0.008449194444189123,0.5142857142857142,0.5142857142857142,0.018882733318559553,0.11204481792717086
knn,y_XLE,12,34,0.009675432479533255,0.012552673846872697,-0.05371040153477047,0.5588235294117647,0.5588235294117647,0.24173307054000942,0.27914438502673794
knn,y_XLE,13,35,0.009504459228829918,0.011716795882581217,-0.12249441367036851,0.4857142857142857,0.4857142857142857,0.2042840725378171,0.1495798319327731
knn,y_XLE,14,34,0.010349499211388877,0.01243622869781483,-0.19243336090905006,0.4411764705882353,0.4411764705882353,-0.06869724083282942,-0.14041252864782275
knn,y_XLE,15,34,0.009561262074152062,0.01171540648196888,-0.262732096407446,0.4411764705882353,0.4411764705882353,-0.018865911590131568,-0.1284950343773873
knn,y_XLE,16,33,0.010861931582514802,0.012674150240817241,-0.4149397152628356,0.36363636363636365,0.36363636363636365,-0.16261421982619442,-0.16310160427807488
knn,y_XLE,17,33,0.010888686149761306,0.012774937945589879,-0.22009731551769418,0.3333333333333333,0.3333333333333333,0.036920242778682937,0.11815826898444369
knn,y_XLE,18,34,0.00917148940912618,0.011223902605959016,-0.044597067092849274,0.4411764705882353,0.4411764705882353,0.17969649402171511,0.1865546218487395
knn,y_XLE,19,35,0.008417095427621209,0.0098764745298017,0.15439661172279662,0.5428571428571428,0.5428571428571428,0.4525589871188962,0.49971988795518213
knn,y_XLE,20,34,0.008300644131454548,0.009817979260233969,-0.002979865633857326,0.5588235294117647,0.5588235294117647,0.2946490048624822,0.3268143621084797
knn,y_XLE,21,29,0.00940459703764464,0.011711449031971582,0.03722181581444861,0.4827586206896552,0.4827586206896552,0.2547298564623712,0.22315270935960585
knn,y_XLE,22,27,0.011494918702764798,0.014705499022088954,-0.09937102137371223,0.4074074074074074,0.4074074074074074,0.0565862293971718,-0.08669108669108669
knn,y_XLE,23,29,0.015288969244822322,0.018116656272372727,-0.29180008166004456,0.2413793103448276,0.2413793103448276,-0.15892943440398213,-0.24384236453201966
knn,y_XLE,24,33,0.012939520855429529,0.01629590863334278,-0.43217004948669757,0.42424242424242425,0.42424242424242425,-0.019871801546076963,0.00267379679144385
knn,y_XLV,0,35,0.005544071777906564,0.007110592639966743,-0.15201117255461916,0.4,0.4,0.14671406210165022,0.08515406162464986
knn,y_XLV,1,35,0.004711500645388044,0.005900149237890836,-0.08622517028676469,0.5142857142857142,0.5142857142857142,0.06896059247737622,0.08879551820728293
knn,y_XLV,2,37,0.0058223093048737785,0.007403403002242954,-0.13889683617934212,0.5135135135135135,0.5135135135135135,-0.028204988587783093,-0.011379800853485063
knn,y_XLV,3,34,0.006317990131888725,0.007799557508927152,-0.037945548590531564,0.5588235294117647,0.5588235294117647,0.09799227441069663,0.07379679144385026
