target,fold_id,model,directional_accuracy
y_XLB,6,knn,0.5862068965517241
y_XLB,6,ridge,0.5172413793103449
y_XLB,6,rf,0.4827586206896552
y_XLB,6,baseline_last,0.3103448275862069
y_XLB,6,baseline_zero,0.0
y_XLB,7,ridge,0.5666666666666667
y_XLB,7,knn,0.5333333333333333
y_XLB,7,rf,0.5
y_XLB,7,mlp,0.3666666666666666
y_XLB,7,baseline_last,0.2333333333333333
y_XLB,7,baseline_zero,0.0
y_XLB,8,knn,0.6764705882352942
y_XLB,8,ridge,0.5294117647058824
y_XLB,8,rf,0.5
y_XLB,8,mlp,0.4705882352941176
y_XLB,8,baseline_last,0.2058823529411764
y_XLB,8,baseline_zero,0.0
y_XLB,9,knn,0.6571428571428571
y_XLB,9,rf,0.5714285714285714
y_XLB,9,mlp,0.5428571428571428
y_XLB,9,ridge,0.4
y_XLB,9,baseline_last,0.2571428571428571
y_XLB,9,baseline_zero,0.0
y_XLB,10,knn,0.6857142857142857
y_XLB,10,mlp,0.4
y_XLB,10,rf,0.3714285714285714
y_XLB,10,baseline_last,0.2857142857142857
y_XLB,10,ridge,0.2857142857142857
y_XLB,10,baseline_zero,0.0
y_XLB,11,knn,0.5714285714285714
y_XLB,11,rf,0.4285714285714285
y_XLB,11,baseline_last,0.4
y_XLB,11,mlp,0.4
y_XLB,11,ridge,0.1714285714285714
y_XLB,11,baseline_zero,0.0
y_XLB,12,baseline_last,0.3823529411764705
