model,target,fold_id,n_samples,mae,rmse,r2,directional_accuracy,hit_rate,pearson,spearman
rf,y_XLK,21,29,0.01029807440517702,0.013620620368444018,0.009288037710437735,0.4827586206896552,0.4827586206896552,0.30714170481714953,0.12216748768472901
rf,y_XLK,22,27,0.00885516184115556,0.011654592688455881,-0.09157424137688386,0.4074074074074074,0.4074074074074074,-0.14461608824104788,-0.042735042735042736
rf,y_XLK,23,29,0.011444537699978975,0.01546767317847674,0.002773301862401323,0.5862068965517241,0.5862068965517241,0.1630455315309559,0.24236453201970437
rf,y_XLK,24,33,0.01224274358030959,0.015305127010802867,-0.004823925674412921,0.6060606060606061,0.6060606060606061,0.12736986847996495,0.16009358288770054
rf,y_XLF,0,35,0.007157024635281054,0.008368331187218032,-0.1591164170471191,0.45714285714285713,0.45714285714285713,0.04683326925590599,0.07226890756302522
rf,y_XLF,1,35,0.006688255094471816,0.008159539874431122,-0.1259095256427718,0.45714285714285713,0.45714285714285713,0.04559046222305008,-0.010364145658263305
rf,y_XLF,2,37,0.008547345328365891,0.013121237579642868,-0.1411979652771087,0.43243243243243246,0.43243243243243246,-0.10418598493956503,-0.25343764817449027
rf,y_XLF,3,34,0.008256830853824674,0.013303251380987856,-0.12073863816734853,0.47058823529411764,0.47058823529411764,-0.11234884685162638,-0.31581359816653937
rf,y_XLF,4,32,0.008715115267134314,0.013946152720548267,-0.005846957432653399,0.53125,0.53125,0.07563313826639889,-0.008064516129032258
rf,y_XLF,5,28,0.007328971248123736,0.010131818190296328,-0.05998709395838708,0.6428571428571429,0.6428571428571429,0.045392340854844615,0.07006020799124248
rf,y_XLF,6,29,0.006866029329851799,0.009725526593906271,-0.02587214623048184,0.5172413793103449,0.5172413793103449,0.21080953790842297,0.28226600985221667
rf,y_XLF,7,30,0.006543863956830015,0.009036724331650085,-0.17130192386522824,0.6,0.6,0.10017841008816773,0.17775305895439378
rf,y_XLF,8,34,0.007317784635315334,0.010328266389079233,0.012066914027609288,0.6470588235294118,0.6470588235294118,0.15876709897245964,0.27058823529411763
rf,y_XLF,9,35,0.01392944821234838,0.02243916878401899,0.01984530806161422,0.5142857142857142,0.5142857142857142,0.19917226448698633,0.11344537815126052
rf,y_XLF,10,35,0.01511409762157612,0.023465987252206916,0.012559361865547847,0.45714285714285713,0.45714285714285713,0.1180670745843961,0.0350140056022409
rf,y_XLF,11,35,0.013600450458505763,0.022412972748398124,0.017663354795596997,0.4857142857142857,0.4857142857142857,0.13431184853835168,0.041736694677871146
rf,y_XLF,12,34,0.007428146172135144,0.010415908077150838,-0.054766525739115224,0.47058823529411764,0.47058823529411764,0.01771706543483238,-0.06387042573457492
rf,y_XLF,13,35,0.006706360195896873,0.008515823654866075,-0.11451771990509085,0.3142857142857143,0.3142857142857143,-0.058471224190310866,-0.1254989848304874
rf,y_XLF,14,34,0.007320117800342316,0.008716833756609369,-0.047351913946953594,0.35294117647058826,0.35294117647058826,0.03157667961458796,-0.0346829640947288
rf,y_XLF,15,34,0.007112244945368666,0.008424628676732708,-0.06684180523451877,0.4117647058823529,0.4117647058823529,0.03477523648965423,0.05729564553093964
rf,y_XLF,16,33,0.0073325609036536624,0.008770000628964878,-0.11883518702952567,0.3939393939393939,0.3939393939393939,-0.14594104335489974,-0.17780748663101606
rf,y_XLF,17,33,0.006502314434141217,0.008593138934241271,-0.14240963171264753,0.45454545454545453,0.45454545454545453,-0.13181441015296824,-0.09157754010695188
rf,y_XLF,18,34,0.007999033654021753,0.010283853359874256,-0.19105938906437103,0.3235294117647059,0.3235294117647059,-0.13657553076617898,-0.13399541634835752
